URL,MobileURL,Date,Title,The specified phrase is too short.,Parentheses may only be used around OR'd statements.
https://kotaku.com/in-south-korea-gamers-stage-an-inquisition-against-fem-1825398846,https://kotaku.com/in-south-korea-gamers-stage-an-inquisition-against-fem-1825398846/amp,2018-04-19 21:30:00,"storybreak stars ); background - repeat : no - repeat ; background - position : center }. editor . editor - inner div . legacy - raw - html ,. post - content div . legacy - raw - html { border : 3px solid # eeb544 ; padding : 5px ; margin - bottom : ...",,
https://bearingarms.com/tom-k/2018/04/19/downside-david-hoggs-latest-boycott/,https://bearingarms.com/tom-k/2018/04/19/downside-david-hoggs-latest-boycott/amp/,2018-04-19 17:15:00,The Downside For David Hogg And His Latest Boycott,,
https://www.forbes.com/sites/michaeldurkheimer/2018/04/16/on-the-internet-bots-have-already-overrun-humans-what-do-they-want/,https://www.forbes.com/sites/michaeldurkheimer/2018/04/16/on-the-internet-bots-have-already-overrun-humans-what-do-they-want/amp/,2018-04-16 16:15:00,"On The Internet , Bots Have Already Overrun Humans . What Do They Want ? ",,
https://techcrunch.com/2018/04/16/the-problems-with-facebook-are-inherent-in-its-design-but-that-can-change/,https://techcrunch.com/2018/04/16/the-problems-with-facebook-are-inherent-in-its-design-but-that-can-change/amp/,2018-04-16 20:00:00,"The problems with Facebook are inherent in its design , but that can change – TechCrunch",,
http://www.businessinsider.com/electric-scooter-startup-war-in-san-francisco-2018-4,https://amp.businessinsider.com/electric-scooter-startup-war-in-san-francisco-2018-4,2018-04-16 21:15:00,Electric scooter startups are at war in San Francisco,,
https://www.businessinsider.in/SCOOTER-WARS-3-startups-are-raising-hundreds-of-millions-to-speed-up-your-commute-but-theyre-annoying-everyone-in-San-Francisco/articleshow/63791790.cms,https://www.businessinsider.in/SCOOTER-WARS-3-startups-are-raising-hundreds-of-millions-to-speed-up-your-commute-but-theyre-annoying-everyone-in-San-Francisco/amp_articleshow/63791790.cms,2018-04-16 21:30:00,SCOOTER WARS : 3 startups are raising hundreds of millions to speed up your commute - but theyre annoying everyone in San Francisco,,
http://www.fltimes.com/news/nation/ap-analysis-gaza-flare-up-driven-by-deep-misery-in/article_cb75fbb6-f058-5ab3-b576-295ceb0b5354.html,,2018-04-15 17:15:00,AP Analysis : Gaza flare - up driven by deep misery in strip | Nation,,
https://www.pghcitypaper.com/Blogh/archives/2018/04/17/local-comic-day-bracey-clashes-online-with-alt-right-comedian-owen-benjamin-over-canceled-pittsburgh-show,https://www.pghcitypaper.com/Blogh/archives/2018/04/17/local-comic-day-bracey-clashes-online-with-alt-right-comedian-owen-benjamin-over-canceled-pittsburgh-show?media=AMP+HTML,2018-04-17 22:00:00,Local Comic Day Bracey clashes online with alt - right comedian Owen Benjamin over canceled Pittsburgh show,,
http://www.syfy.co.uk/news/runaways-t-shirt-competition,,2018-04-18 09:15:00,Runaways T - shirt Competition,,
https://thebulletin.org/what-us-nuclear-policy-exactly11709,,2018-04-18 22:45:00,"What is US nuclear policy , exactly ? ",,
http://fr.euronews.com/2018/04/15/top-14-pau-et-la-rochelle-calent-pres-du-finish,,2018-04-15 14:00:00,Top 14 : Pau et La Rochelle calent près du finish,,
http://fr.euronews.com/2018/04/17/marathon-de-boston-kawauchi-salue-au-japon-pour-son-exploit-et-sa-personnalite,,2018-04-17 16:15:00,Marathon de Boston : Kawauchi salué au Japon pour son exploit et sa personnalité,,
https://www.techmeme.com/180417/p6,,2018-04-17 09:15:00,"Techmeme : Investors , bankers , and analysts say they expect a wave of IPOs from some of the most highly valued and recognizable start - ups over the next 18 to 24 months ( Jack Nicas / New York Times ) ",,
https://www.augsburger-allgemeine.de/politik/Ex-FBI-Chef-Comey-Trump-ist-fuer-Praesidentenamt-moralisch-ungeeignet-id42964786.html,https://www.augsburger-allgemeine.de/politik/Ex-FBI-Chef-Comey-Trump-ist-fuer-Praesidentenamt-moralisch-ungeeignet-id42964786-amp.html,2018-04-16 07:00:00,News - Blog : Ex - FBI - Chef Comey : Trump ist für Präsidentenamt moralisch ungeeignet - Politik - Aktuelle Politik - Nachrichten,,
https://www.augsburger-allgemeine.de/politik/Ex-FBI-Chef-Donald-Trump-ist-fuer-Praesidentenamt-moralisch-ungeeignet-id42964786.html,https://www.augsburger-allgemeine.de/politik/Ex-FBI-Chef-Donald-Trump-ist-fuer-Praesidentenamt-moralisch-ungeeignet-id42964786-amp.html,2018-04-16 09:30:00,News - Blog : Ex - FBI - Chef : Donald Trump ist für Präsidentenamt  moralisch ungeeignet  - Politik - Aktuelle Politik - Nachrichten,,
https://www.augsburger-allgemeine.de/politik/EU-reicht-wegen-Trumps-Strafzoellen-Beschwerde-bei-WTO-ein-id42964786.html,https://www.augsburger-allgemeine.de/politik/EU-reicht-wegen-Trumps-Strafzoellen-Beschwerde-bei-WTO-ein-id42964786-amp.html,2018-04-17 05:45:00,News - Blog : EU reicht wegen Trumps Strafzöllen Beschwerde bei WTO ein - Politik - Aktuelle Politik - Nachrichten,,
https://www.augsburger-allgemeine.de/politik/Die-EU-reicht-wegen-Trumps-Strafzoellen-Beschwerde-bei-der-WTO-ein-id42964786.html,https://www.augsburger-allgemeine.de/politik/Die-EU-reicht-wegen-Trumps-Strafzoellen-Beschwerde-bei-der-WTO-ein-id42964786-amp.html,2018-04-17 11:00:00,News - Blog : Die EU reicht wegen Trumps Strafzöllen Beschwerde bei der WTO ein - Politik - Aktuelle Politik - Nachrichten,,
https://www.augsburger-allgemeine.de/politik/EU-reicht-wegen-Trumps-Strafzoellen-Beschwerde-bei-der-WTO-ein-id42964786.html,https://www.augsburger-allgemeine.de/politik/EU-reicht-wegen-Trumps-Strafzoellen-Beschwerde-bei-der-WTO-ein-id42964786-amp.html,2018-04-17 12:45:00,News - Blog : EU reicht wegen Trumps Strafzöllen Beschwerde bei der WTO ein - Politik - Aktuelle Politik - Nachrichten,,
https://www.augsburger-allgemeine.de/politik/Militaerschlag-gegen-Syrien-Westen-fordert-neue-Resolution-id42964786.html,https://www.augsburger-allgemeine.de/politik/Militaerschlag-gegen-Syrien-Westen-fordert-neue-Resolution-id42964786-amp.html,2018-04-15 13:30:00,News - Blog : Militärschlag gegen Syrien : Westen fordert neue Resolution - Politik - Aktuelle Politik - Nachrichten,,
https://www.augsburger-allgemeine.de/politik/Scholz-trifft-US-Vizepraesidenten-Pence-in-den-USA-id42964786.html,https://www.augsburger-allgemeine.de/politik/Scholz-trifft-US-Vizepraesidenten-Pence-in-den-USA-id42964786-amp.html,2018-04-19 10:45:00,News - Blog : Scholz trifft US - Vizepräsidenten Pence in den united states - Politik - Aktuelle Politik - Nachrichten,,
https://www.augsburger-allgemeine.de/politik/Scholz-trifft-US-Vizepraesidenten-Pence-Russland-ist-Thema-id42964786.html,https://www.augsburger-allgemeine.de/politik/Scholz-trifft-US-Vizepraesidenten-Pence-Russland-ist-Thema-id42964786-amp.html,2018-04-19 06:00:00,News - Blog : Scholz trifft US - Vizepräsidenten Pence : Russland ist Thema - Politik - Aktuelle Politik - Nachrichten,,
https://www.augsburger-allgemeine.de/politik/Angela-Merkel-reist-zum-zweiten-Mal-zu-Donald-Trump-id42964786.html,https://www.augsburger-allgemeine.de/politik/Angela-Merkel-reist-zum-zweiten-Mal-zu-Donald-Trump-id42964786-amp.html,2018-04-18 21:15:00,News - Blog : Angela Merkel reist zum zweiten Mal zu Donald Trump - Politik - Aktuelle Politik - Nachrichten,,
https://www.augsburger-allgemeine.de/politik/Tuerkei-CHP-Oppositionelle-protestieren-gegen-Ausnahmezustand-id42907021.html,https://www.augsburger-allgemeine.de/politik/Tuerkei-CHP-Oppositionelle-protestieren-gegen-Ausnahmezustand-id42907021-amp.html,2018-04-16 15:00:00,News - Blog : Türkei : CHP - Oppositionelle protestieren gegen Ausnahmezustand - Politik - Aktuelle Politik - Nachrichten,,
